AccessionID,AccessionName,HasSeed,User,PopulationName,NumberOfMaternalLines,DateCollected,LocalityName,Latitude,Longitude,Altitude,Datum,Ploidy,StorageLocation,Source,ExternalID,Background,Generation,CountryOfOrigin,Notes,FirstParentID,SecondParentID,FirstParentSex,SecondParentSex
202,Koz5,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
203,BdTR13e,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
204,BD21,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
205,BD21-3,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
206,Ban1,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
208,Adi12_5,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,seed from Richard Poire empty,,,,
209,Gal1,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
210,Arn1,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
211,Mig3,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
212,Uni2,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
213,Mon3,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
214,Men2,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
215,Cas2,,,,,,,,,,,,,Richard Poire (CSIRO HRPPC),,,,,,,,,
216,Bdis03,,,,population,17Sep2012,Huesca Candasnos - Barranco de Valcuerranar,41.47,0.02,,,,,Pilar Catalan (Spain),,,,,,,,,
217,Bdis05,,,,population,17Sep2012,Huesca Sarinena,41.79,-0.18,,,,,Pilar Catalan (Spain),,,,,,,,,
218,Bdis22,,,,population,17Sep2012,Huesca Berdun,42.61,-0.89,,,,,Pilar Catalan (Spain),,,,,,,,,
219,Bdis23,,,,population,17Sep2012,Zaragoza Miramont,42.61,-0.96,,,,,Pilar Catalan (Spain),,,,,,,,,
220,Bdis25,,,,population,17Sep2012,Navarra Foz de Lumbier,42.64,-1.30,,,,,Pilar Catalan (Spain),,,,,,,,,
221,Bdis28,,,,population,17Sep2012,Navarra Los Arcos,42.58,-2.20,,,,,Pilar Catalan (Spain),,,,,,,,,
222,Bdis31,,,,population,17Sep2012,Lleida Castillo de Mur,42.10,0.88,,,,,Pilar Catalan (Spain),,,,,,,,,
223,Bdis32,,,,population,17Sep2012,Lleida Les Pallagues,41.76,1.21,,,,,Pilar Catalan (Spain),,,,,,,,,
224,Ban1,,,,,19Oct2012,,,,,,,,Vincent Chochois (CSIRO),,,,,,,,,
225,Adi12,,,,,19Oct2012,,,,,,,,Vincent Chochois (CSIRO),,,,,,,,,
226,Koz5,,,,,19Oct2012,,,,,,,,Vincent Chochois (CSIRO),,,,,,,,,
227,ABR114,,,,,21Dec2012,Balearic Isles Formentera Torrent,,,,,tetraploid,,Pilar Catalan (Spain),,,,Spain,,,,,
228,Bsta24,,,,,21Dec2012,Canary Isles Gomera Agulo,,,,,tetraploid,,Pilar Catalan (Spain),,,,Canary Islands,alternate name: TE4.3,,,,
229,Bsta25,,,,,21Dec2012,Canary Isles Lanzarote Teguise,,,,,tetraploid,,Pilar Catalan (Spain),,,,Canary Islands,alternate name: LP6.1,,,,
230,ABR113,,,,,21Dec2012,Lisbon,,,,,hexaploid,,Pilar Catalan (Spain),,,,Portugal,,,,,
231,Bdis402,,,,,21Dec2012,Zaragoza La Alfranca,,,,,hexaploid,,Pilar Catalan (Spain),,,,Spain,alternate names: Bhyb1 Bdis01,,,,
232,Bdis403,,,,,21Dec2012,Girona Cadaques Port Lligat,,,,,hexaploid,,Pilar Catalan (Spain),,,,Spain,alternate name: Bhyb4 Bdis34,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
235,ALM1,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
236,ALM2,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
237,ALM3,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
238,ALM4,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
239,ALM5,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
240,ALM6,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
241,ALM7,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
242,ALM8,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
243,ALM9,,,,,,Alma Rd. Rural New South Wales,-35.63,146.80,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
244,BIL1,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
245,BIL2,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
246,BIL4,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
247,BIL5,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
248,BIL6,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
249,BIL8,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
250,BIL9,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
251,BIL10,,,,,,Billabong St. Rural New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
252,BLA1,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
253,BLA2,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
254,BLA3,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
255,BLA4,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
256,BLA7,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
257,BLA8,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
258,BLA9,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
259,BLA10,,,,,,Black Hills Park Adelaide South Australia,-34.86,138.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
260,BLY.1-1,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
261,BLY.1-2,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
262,BLY.1-5,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
263,BLY.1-6,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
264,BLY.1-7,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
265,BLY.1-8,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
266,BLY.1-9,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
267,BLY.1-10,,,,,,Blyth South Australia,-33.84,138.52,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
268,BLY.2-1,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
269,BLY.2-2,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
270,BLY.2-3,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
271,BLY.2-4,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
272,BLY.2-5,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
273,BLY.2-6,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
274,BLY.2-7,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
275,BLY.2-8,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
276,BLY.2-9,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
277,BLY.2-10,,,,,,Blyth South Australia,-33.83,138.51,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
278,BRO.1-1,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
279,BRO.1-2,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
280,BRO.1-3,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
281,BRO.1-4,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
282,BRO.1-5,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
283,BRO.1-6,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
284,BRO.1-7,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
285,BRO.1-8,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
286,BRO.2-1,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
287,BRO.2-2,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
288,BRO.2-3,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
289,BRO.2-4,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
290,BRO.2-5,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
291,BRO.2-6,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
292,BRO.2-7,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
293,BRO.2-8,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
294,BRO.3-1,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
295,BRO.3-2,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
296,BRO.3-4,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
297,BRO.3-5,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
298,BRO.3-6,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
299,BRO.3-8,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
300,BRO.3-9,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
301,BRO.3-10,,,,,,Brocklesby New South Wales,-35.82,146.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
302,BRO.4-1,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
303,BRO.4-2,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
304,BRO.4-3,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
305,BRO.4-4,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
306,BRO.4-5,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
307,BRO.4-6,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
308,BRO.4-7,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
309,BRO.4-8,,,,,,Brocklesby New South Wales,-35.69,146.72,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
310,BUR1,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
311,BUR2,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
312,BUR3,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
313,BUR4,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
314,BUR5,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
315,BUR6,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
316,BUR7,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
317,BUR8,,,,,,Burra South Australia,-33.71,139.03,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
318,CFW1,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
319,CFW2,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
320,CFW3,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
321,CFW4,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
322,CFW5,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
323,CFW6,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
324,CFW7,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
325,CFW8,,,,,,Flinders Ranges South Australia,-31.66,138.64,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
326,EAH1,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
327,EAH2,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
328,EAH3,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
329,EAH4,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
330,EAH5,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
331,EAH6,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
332,EAH7,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
333,EAH8,,,,,,Bendigo Victoria,-36.68,144.22,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
334,EGL1,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
335,EGL2,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
336,EGL3,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
337,EGL4,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
338,EGL7,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
339,EGL8,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
340,EGL9,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
341,EGL10,,,,,,Eagle Mountain Adeliade South Australia,-34.97,138.67,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
342,ELI1,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
343,ELI2,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
344,ELI3,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
345,ELI4,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
346,ELI7,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
347,ELI8,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
348,ELI9,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
349,ELI10,,,,,,Elizabeth Downs Adelaide South Australia,-34.54,138.75,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
350,ELM1,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
351,ELM2,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
352,ELM3,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
353,ELM4,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
354,ELM5,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
355,ELM6,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
356,ELM7,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
357,ELM8,,,,,,Elmore Victoria,-36.49,144.41,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
358,GRM1,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
359,GRM2,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
360,GRM3,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
361,GRM4,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
362,GRM5,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
363,GRM6,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
364,GRM7,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
365,GRM8,,,,,,Port Germein South Australia,-32.99,138.05,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
366,GUL.1-1,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
367,GUL.1-2,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
368,GUL.1-3,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
369,GUL.1-4,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
370,GUL.1-5,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
371,GUL.1-6,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
372,GUL.1-7,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
373,GUL.1-8,,,,,,Gulnare South Australia,-33.47,138.44,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
374,GUL.2-1,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
375,GUL.2-2,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
376,GUL.2-3,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
377,GUL.2-4,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
378,GUL.2-5,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
379,GUL.2-6,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
380,GUL.2-7,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
381,GUL.2-8,,,,,,Gulnare South Australia,-33.46,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
382,GUL.3-1,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
383,GUL.3-2,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
384,GUL.3-3,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
385,GUL.3-4,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
386,GUL.3-5,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
387,GUL.3-6,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
388,GUL.3-7,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
389,GUL.3-8,,,,,,Gulnare South Australia,-33.45,138.42,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
390,GWW1,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
391,GWW2,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
392,GWW4,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
393,GWW5,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
394,GWW6,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
395,GWW8,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
396,GWW9,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
397,GWW10,,,,,,Blyth South Australia,-33.83,138.49,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
398,HOS1,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
399,HOS2,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
400,HOS3,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
401,HOS4,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
402,HOS7,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
403,HOS8,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
404,HOS9,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
405,HOS10,,,,,,Horsham Victoria,-36.62,142.30,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
406,JAC1,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
407,JAC2,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
408,JAC3,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
409,JAC4,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
410,JAC5,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
411,JAC6,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
412,JAC7,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
413,JAC8,,,,,,Narridy South Australia,-33.42,138.31,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
414,JIN1,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
415,JIN2,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
416,JIN3,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
417,JIN4,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
418,JIN5,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
419,JIN6,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
420,JIN7,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
421,JIN8,,,,,,Jindera New South Wales,-35.95,146.92,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
422,KEI1,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
