AccessionID,AccessionName,HasSeed,User,PopulationName,NumberOfMaternalLines,DateCollected,LocalityName,Latitude,Longitude,Altitude,Datum,Ploidy,StorageLocation,Source,ExternalID,Background,Generation,CountryOfOrigin,Notes,FirstParentID,SecondParentID,FirstParentSex,SecondParentSex
423,KEI2,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
424,KEI3,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
425,KEI4,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
426,KEI5,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
427,KEI6,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
428,KEI7,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
429,KEI8,,,,,,Kieth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
430,KJP1,,,,,,"Mount Brown South Australia
",,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
431,KJP2,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
432,KJP3,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
433,KJP4,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
434,KJP5,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
435,KJP6,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
436,KJP7,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
437,KJP8,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
438,LAL1,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
439,LAL2,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
440,LAL3,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
441,LAL4,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
442,LAL5,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
443,LAL6,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
444,LAL7,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
445,LAL8,,,,,,Lallahrook New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
446,MAI1,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
447,MAI2,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
448,MAI3,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
449,MAI4,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
450,MAI5,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
451,MAI6,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
452,MAI7,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
453,MAI8,,,,,,Bendigo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
454,MDB1,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
455,MDB2,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
456,MDB3,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
457,MDB4,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
458,MDB5,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
459,MDB6,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
460,MDB7,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
461,MDB8,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
462,MEL1,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
463,MEL2,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
464,MEL3,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
465,MEL4,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
466,MEL5,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
467,MEL6,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
468,MEL7,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
469,MEL8,,,,,,Melrose South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
470,MRY1,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
471,MRY2,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
472,MRY3,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
473,MRY4,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
474,MRY5,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
475,MRY6,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
476,MRY7,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
477,MRY8,,,,,,Murray South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
478,NLD1,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
479,NLD2,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
480,NLD4,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
481,NLD5,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
482,NLD6,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
483,NLD8,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
484,NLD9,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
485,NLD10,,,,,,Blyth South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
486,NRD1,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
487,NRD2,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
488,NRD3,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
489,NRD4,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
490,NRD5,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
491,NRD6,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
492,NRD7,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
493,NRD8,,,,,,Narrandera New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
494,OSB1,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
495,OSB2,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
496,OSB3,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
497,OSB4,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
498,OSB5,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
499,OSB6,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
500,OSB7,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
501,OSB8,,,,,,Osborne New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
502,PRI1,,,,,,"Mount Brown South Australia
",,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
503,PRI2,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
504,PRI3,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
505,PRI4,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
506,PRI5,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
507,PRI6,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
508,PRI7,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
509,PRI8,,,,,,Mount Brown South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
510,QUO1,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
511,QUO2,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
512,QUO3,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
513,QUO4,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
514,QUO5,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
515,QUO6,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
516,QUO7,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
517,QUO8,,,,,,Quorn South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
518,RED1,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
519,RED2,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
520,RED3,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
521,RED4,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
522,RED7,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
523,RED8,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
524,RED9,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
525,RED10,,,,,,Red Wood Park Adelaide South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
526,RUP1,,,,,,"Mamoo Victoria
",,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
527,RUP2,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
528,RUP3,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
529,RUP4,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
530,RUP5,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
531,RUP6,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
532,RUP7,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
533,RUP8,,,,,,Mamoo Victoria,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
534,RWR1,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
535,RWR2,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
536,RWR3,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
537,RWR4,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
538,RWR7,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
539,RWR8,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
540,RWR9,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
541,RWR10,,,,,,Roseworthy South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
542,SLK1,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
543,SLK2,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
544,SLK3,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
545,SLK4,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
546,SLK5,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
547,SLK6,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
548,SLK7,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
549,SLK8,,,,,,Sherlock South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
550,SPA1,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
551,SPA2,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
552,SPA3,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
553,SPA4,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
554,SPA5,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
555,SPA6,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
556,SPA7,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
557,SPA8,,,,,,Spaulding South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
558,THE1,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
559,THE2,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
560,THE3,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
561,THE4,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
562,THE5,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
563,THE6,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
564,THE7,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
565,THE8,,,,,,The Rock New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
566,URA1,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
567,URA2,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
568,URA3,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
569,URA4,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
570,URA5,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
571,URA6,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
572,URA7,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
573,URA8,,,,,,Uranquinty New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
574,WAG1,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
575,WAG2,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
576,WAG3,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
577,WAG4,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
578,WAG5,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
579,WAG6,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
580,WAG7,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
581,WAG8,,,,,,Wagga Wagga New South Wales,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
582,WOL.1-1,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
583,WOL.1-2,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
584,WOL.1-3,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
585,WOL.1-4,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
586,WOL.1-5,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
587,WOL.1-6,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
588,WOL.1-7,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
589,WOL.1-8,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
590,WOL.2-1,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
591,WOL.2-2,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
592,WOL.2-3,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
593,WOL.2-4,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
594,WOL.2-5,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
595,WOL.2-6,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
596,WOL.2-7,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
597,WOL.2-8,,,,,,Wolseley South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
598,WTP1,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
599,WTP2,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
600,WTP3,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
601,WTP4,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
602,WTP5,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
603,WTP6,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
604,WTP7,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
605,WTP8,,,,,,Wattle Park Telowie Gorge South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
606,YER1,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
607,YER2,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
608,YER3,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
609,YER4,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
610,YER5,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
611,YER6,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
612,YER7,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
613,YER8,,,,,,Yerong New South Australia,,,,,,,Borevitz Lab Collection trip,,,,Australia,,,,,
614,BdTR13o,,,,,,,,,,,,,,,,,,,,,,
615,ABR2,,,,,,,,,,,,,ANUPS00192,,,,,single seed descent Pst1 sequenced lines,192,192,,
616,ABR3,,,,,,,,,,,,,ANUPS00193,,,,,single seed descent Pst1 sequenced lines,193,193,,
617,ABR4,,,,,,,,,,,,,ANUPS00194,,,,,single seed descent Pst1 sequenced lines,194,194,,
618,ABR5,,,,,,,,,,,,,ANUPS00195,,,,,single seed descent Pst1 sequenced lines,195,195,,
619,ABR7,,,,,,,,,,,,,ANUPS00196,,,,Turkey,single seed descent Pst1 sequenced lines,196,196,,
620,ABR9,,,,,,,,,,,,,ANUPS00198,,,,Turkey,single seed descent Pst1 sequenced lines,198,198,,
621,Abz1021,,,,,,,,,,,,,ANUPS00185,,,,Turkey,single seed descent Pst1 sequenced lines,185,185,,
622,Adi1,,,,,,Adiyaman,,,,,,,ANUPS00001,,,,Turkey,single seed descent Pst1 sequenced lines,1,1,,
623,Adi10,,,,,,Adiyaman,,,,,,,ANUPS00010,,,,Turkey,single seed descent Pst1 sequenced lines,10,10,,
624,Adi11,,,,,,Adiyaman,,,,,,,ANUPS00011,,,,Turkey,single seed descent Pst1 sequenced lines,11,11,,
625,Adi13,,,,,,Adiyaman,,,,,,,ANUPS00013,,,,Turkey,single seed descent Pst1 sequenced lines,13,13,,
626,Adi14,,,,,,Adiyaman,,,,,,,ANUPS00014,,,,Turkey,single seed descent Pst1 sequenced lines,14,14,,
627,Adi15,,,,,,Adiyaman,,,,,,,ANUPS00015,,,,Turkey,single seed descent Pst1 sequenced lines,15,15,,
628,Adi16,,,,,,Adiyaman,,,,,,,ANUPS00016,,,,Turkey,single seed descent Pst1 sequenced lines,16,16,,
629,Adi17,,,,,,Adiyaman,,,,,,,ANUPS00017,,,,Turkey,single seed descent Pst1 sequenced lines,17,17,,
630,Adi18,,,,,,Adiyaman,,,,,,,ANUPS00018,,,,Turkey,single seed descent Pst1 sequenced lines,18,18,,
631,Adi2,,,,,,Adiyaman,,,,,,,ANUPS00002,,,,,single seed descent Pst1 sequenced lines,2,2,,
632,Adi3,,,,,,Adiyaman,,,,,,,ANUPS00003,,,,Turkey,single seed descent Pst1 sequenced lines,3,3,,
633,Adi6,,,,,,Adiyaman,,,,,,,ANUPS00006,,,,Iraq,single seed descent Pst1 sequenced lines,6,6,,
634,Adi7,,,,,,Adiyaman,,,,,,,ANUPS00007,,,,South Africa,single seed descent Pst1 sequenced lines,7,7,,
635,Adi8,,,,,,Adiyaman,,,,,,,ANUPS00008,,,,Afghanistan,single seed descent Pst1 sequenced lines,8,8,,
636,Adi9,,,,,,Adiyaman,,,,,,,ANUPS00009,,,,Afghanistan,single seed descent Pst1 sequenced lines,9,9,,
637,Arn1,,,,,,"Arens, Huesca, Spain",,,,,,,ANUPS00210,,,,Afghanistan,single seed descent Pst1 sequenced lines,210,210,,
638,Arn1018,,,,,,,,,,,,,ANUPS00187,,,,Afghanistan,single seed descent Pst1 sequenced lines,187,187,,
639,Bar1020,,,,,,,,,,,,,ANUPS00189,,,,Afghanistan,single seed descent Pst1 sequenced lines,189,189,,
640,BD18-1,,,,,,Kaman Kirschir province,,,,,,,ANUPS00176,,,,Iran,single seed descent Pst1 sequenced lines,176,176,,
641,BD2-3,,,,,,,,,,,,,ANUPS00174,,,,Iran,single seed descent Pst1 sequenced lines,174,174,,
642,BD21,,,,,,near Salakudin (Salah ad Din?),,,,,,,ANUPS00177,,,,Israel,single seed descent Pst1 sequenced lines,177,177,,
643,BD21-3,,,,,,near Salakudin,,,,,,,ANUPS00178,,,,Iran,single seed descent Pst1 sequenced lines,178,178,,
644,BD29-1,,,,,,Krym,,,,,,,ANUPS00179,,,,Iran,single seed descent Pst1 sequenced lines,179,179,,
645,BD3-1,,,,,,Iraq,,,,,,,ANUPS00175,,,,Iran,single seed descent Pst1 sequenced lines,175,175,,
646,BD30-1,,,,,,Dilar,,,,,,,ANUPS00180,,,,Iran,single seed descent Pst1 sequenced lines,180,180,,
647,BdTR1a,,,,,,Turkey (various),,,,,diploid,,ANUPS00052,,,,Turkey,single seed descent Pst1 sequenced lines,52,52,,
648,BdTR1b,,,,,,Turkey (various),,,,,diploid,,ANUPS00053,,,,Pakistan,single seed descent Pst1 sequenced lines,53,53,,
649,BdTR1c,,,,,,Turkey (various),,,,,diploid,,ANUPS00054,,,,Morocco,single seed descent Pst1 sequenced lines,54,54,,
650,BdTR1d,,,,,,Turkey (various),,,,,diploid,,ANUPS00055,,,,Iraq,single seed descent Pst1 sequenced lines,55,55,,
651,BdTR1e,,,,,,Turkey (various),,,,,diploid,,ANUPS00056,,,,Iraq,single seed descent Pst1 sequenced lines,56,56,,
652,BdTR1f,,,,,,Turkey (various),,,,,diploid,,ANUPS00057,,,,Spain,single seed descent Pst1 sequenced lines,57,57,,
653,BdTR1g,,,,,,Turkey (various),,,,,diploid,,ANUPS00058,,,,Afghanistan?,single seed descent Pst1 sequenced lines,58,58,,
654,BdTR1h,,,,,,Turkey (various),,,,,diploid,,ANUPS00059,,,,Israel,single seed descent Pst1 sequenced lines,59,59,,
655,BdTR1i,,,,,,Turkey (various),,,,,diploid,,ANUPS00060,,,,Uruguay,single seed descent Pst1 sequenced lines,60,60,,
656,BdTR1j,,,,,,Turkey (various),,,,,diploid,,ANUPS00061,,,,Germany,single seed descent Pst1 sequenced lines,61,61,,
657,BdTR1k,,,,,,Turkey (various),,,,,diploid,,ANUPS00062,,,,Australia,single seed descent Pst1 sequenced lines,62,62,,
658,BdTR1m,,,,,,Turkey (various),,,,,diploid,,ANUPS00063,,,,Ukraine,single seed descent Pst1 sequenced lines,63,63,,
659,BdTR1n,,,,,,Turkey (various),,,,,diploid,,ANUPS00064,,,,France,single seed descent Pst1 sequenced lines,64,64,,
660,BdTR2a,,,,,,Turkey (various),,,,,diploid,,ANUPS00065,,,,Ukraine,single seed descent Pst1 sequenced lines,65,65,,
661,BdTR2b,,,,,,Turkey (various),,,,,diploid,,ANUPS00066,,,,,single seed descent Pst1 sequenced lines,66,66,,
662,BdTR2c,,,,,,Turkey (various),,,,,diploid,,ANUPS00067,,,,,single seed descent Pst1 sequenced lines,67,67,,
663,BdTR2d,,,,,,Turkey (various),,,,,diploid,,ANUPS00068,,,,Turkey,single seed descent Pst1 sequenced lines,68,68,,
664,BdTR2e,,,,,,Turkey (various),,,,,diploid,,ANUPS00069,,,,Turkey,single seed descent Pst1 sequenced lines,69,69,,
665,BdTR2f,,,,,,Turkey (various),,,,,diploid,,ANUPS00070,,,,Turkey,single seed descent Pst1 sequenced lines,70,70,,
