,accession_name,has_seed,population,species_id,collector_id,date_collected,has_seed,locality_name,latitude,longitude,altitude,datum,collection_trip_id,maternal_lines,ploidy,box_id,source,external_id,background,generation,country_origin,notes,lineage_id,accession_data_json
606,YER1,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Turkey,,,
607,YER2,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Turkey,,,
608,YER3,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Turkey,,,
609,YER4,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Turkey,,,
610,YER5,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Turkey,,,
611,YER6,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Turkey,,,
612,YER7,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Spain,,,
613,YER8,,,6,6,15/12/2012,,Yerong New South Australia,,,,,,1,,,Borevitz Lab Collection trip,,,,Spain,,,
614,BdTR13o,,,6,6,13/1/2013,,,,,,,,,,,,,,,,,,
615,ABR2,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00192,,,,,single seed descent Pst1 sequenced lines,,
616,ABR3,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00193,,,,,single seed descent Pst1 sequenced lines,,
617,ABR4,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00194,,,,,single seed descent Pst1 sequenced lines,,
618,ABR5,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00195,,,,,single seed descent Pst1 sequenced lines,,
619,ABR7,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00196,,,,Turkey,single seed descent Pst1 sequenced lines,,
620,ABR9,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00198,,,,Turkey,single seed descent Pst1 sequenced lines,,
621,Abz1021,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00185,,,,Turkey,single seed descent Pst1 sequenced lines,,
622,Adi-1,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00001,,,,Turkey,single seed descent Pst1 sequenced lines,,
623,Adi-10,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00010,,,,Turkey,single seed descent Pst1 sequenced lines,,
624,Adi-11,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00011,,,,Turkey,single seed descent Pst1 sequenced lines,,
625,Adi-13,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00013,,,,Turkey,single seed descent Pst1 sequenced lines,,
626,Adi-14,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00014,,,,Turkey,single seed descent Pst1 sequenced lines,,
627,Adi-15,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00015,,,,Turkey,single seed descent Pst1 sequenced lines,,
628,Adi-16,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00016,,,,Turkey,single seed descent Pst1 sequenced lines,,
629,Adi-17,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00017,,,,Turkey,single seed descent Pst1 sequenced lines,,
630,Adi-18,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00018,,,,Turkey,single seed descent Pst1 sequenced lines,,
631,Adi-2,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00002,,,,,single seed descent Pst1 sequenced lines,,
632,Adi-3,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00003,,,,Turkey,single seed descent Pst1 sequenced lines,,
633,Adi-6,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00006,,,,Iraq,single seed descent Pst1 sequenced lines,,
634,Adi-7,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00007,,,,South Africa,single seed descent Pst1 sequenced lines,,
635,Adi-8,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00008,,,,Afghanistan,single seed descent Pst1 sequenced lines,,
636,Adi-9,,,6,3,13/1/2013,,Adiyaman,37.7706944444444,38.3522777777778,,,,1,,,ANUPS00009,,,,Afghanistan,single seed descent Pst1 sequenced lines,,
637,Arn1,,,6,3,13/1/2013,,"Arens, Huesca, Spain",42.25651,0.72985,,,,1,,,ANUPS00210,,,,Afghanistan,single seed descent Pst1 sequenced lines,,
638,Arn1018,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00187,,,,Afghanistan,single seed descent Pst1 sequenced lines,,
639,Bar1020,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00189,,,,Afghanistan,single seed descent Pst1 sequenced lines,,
640,BD18-1,,,6,3,13/1/2013,,Kaman Kirschir province,39.3678472222222,33.7302527777778,,,,1,,,ANUPS00176,,,,Iran,single seed descent Pst1 sequenced lines,,
641,BD2-3,,,6,3,13/1/2013,,,33.7608833333333,44.403075,,,,1,,,ANUPS00174,,,,Iran,single seed descent Pst1 sequenced lines,,
642,BD21,,,6,3,13/1/2013,,near Salakudin (Salah ad Din?),33.7608833333333,44.403075,,,,1,,,ANUPS00177,,,,Israel,single seed descent Pst1 sequenced lines,,
643,BD21-3,,,6,3,13/1/2013,,near Salakudin,33.7608833333333,44.403075,,,,1,,,ANUPS00178,,,,Iran,single seed descent Pst1 sequenced lines,,
644,BD29-1,,,6,3,13/1/2013,,Krym,44.0652777777778,33.5563888888889,,,,1,,,ANUPS00179,,,,Iran,single seed descent Pst1 sequenced lines,,
645,BD3-1,,,6,3,13/1/2013,,Iraq,33.7608833333333,44.403075,,,,1,,,ANUPS00175,,,,Iran,single seed descent Pst1 sequenced lines,,
646,BD30-1,,,6,3,13/1/2013,,Dilar,36.9905555555556,-3.55861111111111,,,,1,,,ANUPS00180,,,,Iran,single seed descent Pst1 sequenced lines,,
647,BdTR1a,,,6,3,13/1/2013,,Turkey (various),41.4216277777778,27.4768916666667,,,,1,,,ANUPS00052,,,,Turkey,single seed descent Pst1 sequenced lines,,
648,BdTR1b,,,6,3,13/1/2013,,Turkey (various),41.0853194444444,26.9314694444444,,,,1,,,ANUPS00053,,,,Pakistan,single seed descent Pst1 sequenced lines,,
649,BdTR1c,,,6,3,13/1/2013,,Turkey (various),39.7381638888889,28.0401972222222,,,,1,,,ANUPS00054,,,,Morocco,single seed descent Pst1 sequenced lines,,
650,BdTR1d,,,6,3,13/1/2013,,Turkey (various),38.7516083333333,28.5851166666667,,,,1,,,ANUPS00055,,,,Iraq,single seed descent Pst1 sequenced lines,,
651,BdTR1e,,,6,3,13/1/2013,,Turkey (various),38.4167833333333,28.0313194444444,,,,1,,,ANUPS00056,,,,Iraq,single seed descent Pst1 sequenced lines,,
652,BdTR1f,,,6,3,13/1/2013,,Turkey (various),41.4216277777778,27.4768916666667,,,,1,,,ANUPS00057,,,,Spain,single seed descent Pst1 sequenced lines,,
653,BdTR1g,,,6,3,13/1/2013,,Turkey (various),41.0853194444444,26.9314694444444,,,,1,,,ANUPS00058,,,,Afghanistan?,single seed descent Pst1 sequenced lines,,
654,BdTR1h,,,6,3,13/1/2013,,Turkey (various),39.7381638888889,28.0401972222222,,,,1,,,ANUPS00059,,,,Israel,single seed descent Pst1 sequenced lines,,
655,BdTR1i,,,6,3,13/1/2013,,Turkey (various),38.0931388888889,28.5831111111111,,,,1,,,ANUPS00060,,,,Uruguay,single seed descent Pst1 sequenced lines,,
656,BdTR1j,,,6,3,13/1/2013,,Turkey (various),37.4272888888889,28.5852083333333,,,,1,,,ANUPS00061,,,,Germany,single seed descent Pst1 sequenced lines,,
657,BdTR1k,,,6,3,13/1/2013,,Turkey (various),39.7594944444444,29.0680444444444,,,,1,,,ANUPS00062,,,,Australia,single seed descent Pst1 sequenced lines,,
658,BdTR1m,,,6,3,13/1/2013,,Turkey (various),39.0867222222222,3.25248055555556,,,,1,,,ANUPS00063,,,,Ukraine,single seed descent Pst1 sequenced lines,,
659,BdTR1n,,,6,3,13/1/2013,,Turkey (various),38.0998694444444,3.24558611111111,,,,1,,,ANUPS00064,,,,France,single seed descent Pst1 sequenced lines,,
660,BdTR2a,,,6,3,13/1/2013,,Turkey (various),39.75045,3.78880555555556,,,,1,,,ANUPS00065,,,,Ukraine,single seed descent Pst1 sequenced lines,,
661,BdTR2b,,,6,3,13/1/2013,,Turkey (various),40.0820972222222,31.3311388888889,,,,1,,,ANUPS00066,,,,,single seed descent Pst1 sequenced lines,,
662,BdTR2c,,,6,3,13/1/2013,,Turkey (various),39.0858027777778,31.8915,,,,1,,,ANUPS00067,,,,,single seed descent Pst1 sequenced lines,,
663,BdTR2d,,,6,3,13/1/2013,,Turkey (various),38.4296611111111,31.3093638888889,,,,1,,,ANUPS00068,,,,Turkey,single seed descent Pst1 sequenced lines,,
664,BdTR2e,,,6,3,13/1/2013,,Turkey (various),38.4180472222222,32.404575,,,,1,,,ANUPS00069,,,,Turkey,single seed descent Pst1 sequenced lines,,
665,BdTR2f,,,6,3,13/1/2013,,Turkey (various),37.7782333333333,31.8849111111111,,,,1,,,ANUPS00070,,,,Turkey,single seed descent Pst1 sequenced lines,,
666,BdTR2g,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00071,,,,Turkey,single seed descent Pst1 sequenced lines,,
667,BdTR2h,,,6,3,13/1/2013,,Turkey (various),39.7564861111111,32.43235,,,,1,,,ANUPS00072,,,,Turkey,single seed descent Pst1 sequenced lines,,
668,BdTR2i,,,6,3,13/1/2013,,Turkey (various),39.7545,33.5378805555556,,,,1,,,ANUPS00073,,,,Turkey,single seed descent Pst1 sequenced lines,,
669,BdTR2j,,,6,3,13/1/2013,,Turkey (various),39.4128555555556,32.9881222222222,,,,1,,,ANUPS00074,,,,Turkey,single seed descent Pst1 sequenced lines,,
670,BdTR2k,,,6,3,13/1/2013,,Turkey (various),38.7579861111111,34.0717611111111,,,,1,,,ANUPS00075,,,,Turkey,single seed descent Pst1 sequenced lines,,
671,BdTR2m,,,6,3,13/1/2013,,Turkey (various),38.0979944444444,34.08455,,,,1,,,ANUPS00076,,,,Turkey,single seed descent Pst1 sequenced lines,,
672,BdTR2n,,,6,3,13/1/2013,,Turkey (various),37.7678555555556,33.5171055555556,,,,1,,,ANUPS00077,,,,Turkey,single seed descent Pst1 sequenced lines,,
673,BdTR2o,,,6,3,13/1/2013,,Turkey (various),39.7564861111111,32.43235,,,,1,,,ANUPS00078,,,,Turkey,single seed descent Pst1 sequenced lines,,
674,BdTR2p,,,6,3,13/1/2013,,Turkey (various),39.7545,33.5378805555556,,,,1,,,ANUPS00079,,,,Turkey,single seed descent Pst1 sequenced lines,,
675,BdTR2r,,,6,3,13/1/2013,,Turkey (various),39.4128555555556,32.9881222222222,,,,1,,,ANUPS00080,,,,Turkey,single seed descent Pst1 sequenced lines,,
676,BdTR2s,,,6,3,13/1/2013,,Turkey (various),38.7579861111111,34.0717611111111,,,,1,,,ANUPS00081,,,,Turkey,single seed descent Pst1 sequenced lines,,
677,BdTR3a,,,6,3,13/1/2013,,Turkey (various),37.7678555555556,33.5171055555556,,,,1,,,ANUPS00082,,,,,single seed descent Pst1 sequenced lines,,
678,BdTR3b,,,6,3,13/1/2013,,Turkey (various),37.1088527777778,34.0715555555556,,,,1,,,ANUPS00083,,,,,single seed descent Pst1 sequenced lines,,
679,BdTR3c,,,6,3,13/1/2013,,Turkey (various),36.7830333333333,32.962975,,,,1,,,ANUPS00084,,,,,single seed descent Pst1 sequenced lines,,
680,BdTR3d,,,6,3,13/1/2013,,Turkey (various),40.4055305555556,34.6336388888889,,,,1,,,ANUPS00085,,,,,single seed descent Pst1 sequenced lines,,
681,BdTR3e,,,6,3,13/1/2013,,Turkey (various),39.7481805555556,34.6503194444444,,,,1,,,ANUPS00086,,,,,single seed descent Pst1 sequenced lines,,
682,BdTR3f,,,6,3,13/1/2013,,Turkey (various),39.0921222222222,35.1885055555556,,,,1,,,ANUPS00087,,,,,single seed descent Pst1 sequenced lines,,
683,BdTR3g,,,6,6,13/1/2013,,Turkey (various),38.4046833333333,35.1595333333333,,,,1,,,ANUPS00088,,,,,single seed descent Pst1 sequenced lines,,
684,BdTR3h,,,6,3,13/1/2013,,Turkey (various),37.778675,35.2026527777778,,,,1,,,ANUPS00089,,,,,single seed descent Pst1 sequenced lines,,
685,BdTR3i,,,6,3,13/1/2013,,Turkey (various),39.7475916666667,36.8157916666667,,,,1,,,ANUPS00090,,,,,single seed descent Pst1 sequenced lines,,
686,BdTR3j,,,6,3,13/1/2013,,Turkey (various),38.7570361111111,36.2824722222222,,,,1,,,ANUPS00091,,,,,single seed descent Pst1 sequenced lines,,
687,BdTR3k,,,6,3,13/1/2013,,Turkey (various),38.4200277777778,37.3908305555556,,,,1,,,ANUPS00092,,,,,single seed descent Pst1 sequenced lines,,
688,BdTR3m,,,6,3,13/1/2013,,Turkey (various),37.7661388888889,37.8898777777778,,,,1,,,ANUPS00093,,,,,single seed descent Pst1 sequenced lines,,
689,BdTR3n,,,6,3,13/1/2013,,Turkey (various),37.4345527777778,36.8193194444444,,,,1,,,ANUPS00094,,,,,single seed descent Pst1 sequenced lines,,
690,BdTR3o,,,6,3,13/1/2013,,Turkey (various),37.1173666666667,39.0304333333333,,,,1,,,ANUPS00095,,,,,single seed descent Pst1 sequenced lines,,
691,BdTR3p,,,6,3,13/1/2013,,Turkey (various),37.7615472222222,39.5824222222222,,,,1,,,ANUPS00096,,,,,single seed descent Pst1 sequenced lines,,
692,BdTR3r,,,6,3,13/1/2013,,Turkey (various),37.4371888888889,4.11819722222222,,,,1,,,ANUPS00097,,,,,single seed descent Pst1 sequenced lines,,
693,BdTR3s,,,6,3,13/1/2013,,Turkey (various),38.0954166666667,4.65106666666667,,,,1,,,ANUPS00098,,,,,single seed descent Pst1 sequenced lines,,
694,BdTR3t,,,6,3,13/1/2013,,Turkey (various),37.4588,41.24425,,,,1,,,ANUPS00099,,,,,single seed descent Pst1 sequenced lines,,
695,BdTR5a,,,6,3,13/1/2013,,Turkey (various),36.7664555555556,44.53525,,,,1,,,ANUPS00100,,,,,single seed descent Pst1 sequenced lines,,
696,BdTR5b,,,6,3,13/1/2013,,Turkey (various),37.778675,35.2026527777778,,,,1,,,ANUPS00101,,,,,single seed descent Pst1 sequenced lines,,
697,BdTR5c,,,6,3,13/1/2013,,Turkey (various),39.7475916666667,36.8157916666667,,,,1,,,ANUPS00102,,,,,single seed descent Pst1 sequenced lines,,
698,BdTR5d,,,6,3,13/1/2013,,Turkey (various),38.4180472222222,32.404575,,,,1,,,ANUPS00103,,,,,single seed descent Pst1 sequenced lines,,
699,BdTR5e,,,6,3,13/1/2013,,Turkey (various),37.7782333333333,31.8849111111111,,,,1,,,ANUPS00104,,,,,single seed descent Pst1 sequenced lines,,
700,BdTR5f,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00105,,,,,single seed descent Pst1 sequenced lines,,
701,BdTR5g,,,6,3,13/1/2013,,Turkey (various),39.7564861111111,32.43235,,,,1,,,ANUPS00106,,,,,single seed descent Pst1 sequenced lines,,
702,BdTR5h,,,6,3,13/1/2013,,Turkey (various),39.7545,33.5378805555556,,,,1,,,ANUPS00107,,,,,single seed descent Pst1 sequenced lines,,
703,BdTR5i,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00108,,,,,single seed descent Pst1 sequenced lines,,
704,BdTR5j,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00109,,,,,single seed descent Pst1 sequenced lines,,
705,BdTR5k,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00110,,,,,single seed descent Pst1 sequenced lines,,
706,BdTR5m,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00111,,,,,single seed descent Pst1 sequenced lines,,
707,BdTR5n,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00112,,,,,single seed descent Pst1 sequenced lines,,
708,BdTR5o,,,6,3,13/1/2013,,Turkey (various),39.7545,33.5378805555556,,,,1,,,ANUPS00113,,,,,single seed descent Pst1 sequenced lines,,
709,BdTR7a,,,6,3,13/1/2013,,Turkey (various),39.7481805555556,34.6503194444444,,,,1,,,ANUPS00114,,,,,single seed descent Pst1 sequenced lines,,
710,BdTR7b,,,6,3,13/1/2013,,Turkey (various),39.0921222222222,35.1885055555556,,,,1,,,ANUPS00115,,,,,single seed descent Pst1 sequenced lines,,
711,BdTR8a,,,6,3,13/1/2013,,Turkey (various),39.7545,33.5378805555556,,,,1,,,ANUPS00116,,,,,single seed descent Pst1 sequenced lines,,
712,BdTR8c,,,6,3,13/1/2013,,Turkey (various),39.4128555555556,32.9881222222222,,,,1,,,ANUPS00117,,,,,single seed descent Pst1 sequenced lines,,
713,BdTR8f,,,6,3,13/1/2013,,Turkey (various),37.7678555555556,33.5171055555556,,,,1,,,ANUPS00118,,,,,single seed descent Pst1 sequenced lines,,
714,BdTR8i,,,6,3,13/1/2013,,Turkey (various),37.1088527777778,34.0715555555556,,,,1,,,ANUPS00119,,,,,single seed descent Pst1 sequenced lines,,
715,BdTR8m,,,6,3,13/1/2013,,Turkey (various),39.0921222222222,35.1885055555556,,,,1,,,ANUPS00120,,,,,single seed descent Pst1 sequenced lines,,
716,BdTR8n,,,6,3,13/1/2013,,Turkey (various),38.4046833333333,35.1595333333333,,,,1,,,ANUPS00121,,,,,single seed descent Pst1 sequenced lines,,
717,BdTR9a,,,6,3,13/1/2013,,Turkey (various),39.7475916666667,36.8157916666667,,,,1,,,ANUPS00122,,,,,single seed descent Pst1 sequenced lines,,
718,BdTR9b,,,6,3,13/1/2013,,Turkey (various),39.7381638888889,28.0401972222222,,,,1,,,ANUPS00123,,,,,single seed descent Pst1 sequenced lines,,
719,BdTR9c,,,6,3,13/1/2013,,Turkey (various),38.7516083333333,28.5851166666667,,,,1,,,ANUPS00124,,,,,single seed descent Pst1 sequenced lines,,
720,BdTR9e,,,6,3,13/1/2013,,Turkey (various),38.0931388888889,28.5831111111111,,,,1,,,ANUPS00125,,,,,single seed descent Pst1 sequenced lines,,
721,BdTR9f,,,6,3,13/1/2013,,Turkey (various),37.4272888888889,28.5852083333333,,,,1,,,ANUPS00126,,,,,single seed descent Pst1 sequenced lines,,
722,BdTR9g,,,6,3,13/1/2013,,Turkey (various),39.7594944444444,29.0680444444444,,,,1,,,ANUPS00127,,,,,single seed descent Pst1 sequenced lines,,
723,BdTR9h,,,6,3,13/1/2013,,Turkey (various),39.0867222222222,3.25248055555556,,,,1,,,ANUPS00128,,,,,single seed descent Pst1 sequenced lines,,
724,BdTR9i,,,6,3,13/1/2013,,Turkey (various),38.0998694444444,3.24558611111111,,,,1,,,ANUPS00129,,,,,single seed descent Pst1 sequenced lines,,
725,BdTR9j,,,6,3,13/1/2013,,Turkey (various),37.1273888888889,3.23311666666667,,,,1,,,ANUPS00130,,,,,single seed descent Pst1 sequenced lines,,
726,BdTR9k,,,6,3,13/1/2013,,Turkey (various),39.75045,3.78880555555556,,,,1,,,ANUPS00131,,,,,single seed descent Pst1 sequenced lines,,
727,BdTR9m,,,6,3,13/1/2013,,Turkey (various),40.0820972222222,31.3311388888889,,,,1,,,ANUPS00132,,,,,single seed descent Pst1 sequenced lines,,
728,BdTR10a,,,6,3,13/1/2013,,Turkey (various),38.4296611111111,31.3093638888889,,,,1,,,ANUPS00133,,,,,single seed descent Pst1 sequenced lines,,
729,BdTR10b,,,6,3,13/1/2013,,Turkey (various),38.4180472222222,32.404575,,,,1,,,ANUPS00134,,,,,single seed descent Pst1 sequenced lines,,
730,BdTR10c,,,6,3,13/1/2013,,Turkey (various),37.7782333333333,31.8849111111111,,,,1,,,ANUPS00135,,,,,single seed descent Pst1 sequenced lines,,
731,BdTR10d,,,6,3,13/1/2013,,Turkey (various),40.3936472222222,32.9853666666667,,,,1,,,ANUPS00136,,,,,single seed descent Pst1 sequenced lines,,
732,BdTR10e,,,6,3,13/1/2013,,Turkey (various),37.1173666666667,39.0304333333333,,,,1,,,ANUPS00137,,,,,single seed descent Pst1 sequenced lines,,
733,BdTR10f,,,6,3,13/1/2013,,Turkey (various),37.7615472222222,39.5824222222222,,,,1,,,ANUPS00138,,,,,single seed descent Pst1 sequenced lines,,
734,BdTR10g,,,6,3,13/1/2013,,Turkey (various),37.4371888888889,4.11819722222222,,,,1,,,ANUPS00139,,,,,single seed descent Pst1 sequenced lines,,
735,BdTR10h,,,6,3,13/1/2013,,Turkey (various),38.0954166666667,4.65106666666667,,,,1,,,ANUPS00140,,,,,single seed descent Pst1 sequenced lines,,
736,BdTR10i,,,6,3,13/1/2013,,Turkey (various),37.4588,41.24425,,,,1,,,ANUPS00141,,,,,single seed descent Pst1 sequenced lines,,
737,BdTR10j,,,6,3,13/1/2013,,Turkey (various),37.7976916666667,41.7738611111111,,,,1,,,ANUPS00142,,,,,single seed descent Pst1 sequenced lines,,
738,BdTR10k,,,6,3,13/1/2013,,Turkey (various),38.0969277777778,42.3218861111111,,,,1,,,ANUPS00143,,,,,single seed descent Pst1 sequenced lines,,
739,BdTR10m,,,6,3,13/1/2013,,Turkey (various),41.4216277777778,27.4768916666667,,,,1,,,ANUPS00144,,,,,single seed descent Pst1 sequenced lines,,
740,BdTR10n,,,6,3,13/1/2013,,Turkey (various),41.0853194444444,26.9314694444444,,,,1,,,ANUPS00145,,,,,single seed descent Pst1 sequenced lines,,
741,BdTR10o,,,6,3,13/1/2013,,Turkey (various),39.7381638888889,28.0401972222222,,,,1,,,ANUPS00146,,,,,single seed descent Pst1 sequenced lines,,
742,BdTR11a,,,6,3,13/1/2013,,Turkey (various),38.4167833333333,28.0313194444444,,,,1,,,ANUPS00147,,,,,single seed descent Pst1 sequenced lines,,
743,BdTR11b,,,6,3,13/1/2013,,Turkey (various),41.4216277777778,27.4768916666667,,,,1,,,ANUPS00148,,,,,single seed descent Pst1 sequenced lines,,
744,BdTR11c,,,6,3,13/1/2013,,Turkey (various),41.0853194444444,26.9314694444444,,,,1,,,ANUPS00149,,,,,single seed descent Pst1 sequenced lines,,
745,BdTR11d,,,6,3,13/1/2013,,Turkey (various),37.4588,41.24425,,,,1,,,ANUPS00150,,,,,single seed descent Pst1 sequenced lines,,
746,BdTR11e,,,6,3,13/1/2013,,Turkey (various),37.7976916666667,41.7738611111111,,,,1,,,ANUPS00151,,,,,single seed descent Pst1 sequenced lines,,
747,BdTR11f,,,6,3,13/1/2013,,Turkey (various),38.0969277777778,42.3218861111111,,,,1,,,ANUPS00152,,,,,single seed descent Pst1 sequenced lines,,
748,BdTR11g,,,6,3,13/1/2013,,Turkey (various),41.4216277777778,27.4768916666667,,,,1,,,ANUPS00153,,,,,single seed descent Pst1 sequenced lines,,
749,BdTR11h,,,6,3,13/1/2013,,Turkey (various),41.0853194444444,26.9314694444444,,,,1,,,ANUPS00154,,,,,single seed descent Pst1 sequenced lines,,
750,BdTR11i,,,6,3,13/1/2013,,Turkey (various),39.7381638888889,28.0401972222222,,,,1,,,ANUPS00155,,,,,single seed descent Pst1 sequenced lines,,
751,BdTR12a,,,6,3,13/1/2013,,Turkey (various),36.7830333333333,32.962975,,,,1,,,ANUPS00156,,,,,single seed descent Pst1 sequenced lines,,
752,BdTR12b,,,6,3,13/1/2013,,Turkey (various),40.4055305555556,34.6336388888889,,,,1,,,ANUPS00157,,,,,single seed descent Pst1 sequenced lines,,
753,BdTR12c,,,6,3,13/1/2013,,Turkey (various),39.7481805555556,34.6503194444444,,,,1,,,ANUPS00158,,,,,single seed descent Pst1 sequenced lines,,
754,BdTR13a,,,6,3,13/1/2013,,Turkey (various),39.7564861111111,32.43235,,,,1,,,ANUPS00159,,,,,single seed descent Pst1 sequenced lines,,
755,BdTR13b,,,6,3,13/1/2013,,Turkey (various),39.7545,33.5378805555556,,,,1,,,ANUPS00160,,,,,single seed descent Pst1 sequenced lines,,
756,BdTR13c,,,6,3,13/1/2013,,Turkey (various),39.4128555555556,32.9881222222222,,,,1,,,ANUPS00161,,,,,single seed descent Pst1 sequenced lines,,
757,BdTR13d,,,6,3,13/1/2013,,Turkey (various),37.7678555555556,33.5171055555556,,,,1,,,ANUPS00162,,,,,single seed descent Pst1 sequenced lines,,
758,BdTR13e,,,6,3,13/1/2013,,Turkey (various),37.1088527777778,34.0715555555556,,,,1,,,ANUPS00163,,,,,single seed descent Pst1 sequenced lines,,
759,BdTR13f,,,6,3,13/1/2013,,Turkey (various),39.0921222222222,35.1885055555556,,,,1,,,ANUPS00164,,,,,single seed descent Pst1 sequenced lines,,
760,BdTR13g,,,6,3,13/1/2013,,Turkey (various),38.4046833333333,35.1595333333333,,,,1,,,ANUPS00165,,,,,single seed descent Pst1 sequenced lines,,
761,BdTR13h,,,6,3,13/1/2013,,Turkey (various),37.4588,41.24425,,,,1,,,ANUPS00166,,,,,single seed descent Pst1 sequenced lines,,
762,BdTR13i,,,6,3,13/1/2013,,Turkey (various),37.7976916666667,41.7738611111111,,,,1,,,ANUPS00167,,,,,single seed descent Pst1 sequenced lines,,
763,BdTR13j,,,6,3,13/1/2013,,Turkey (various),38.0969277777778,42.3218861111111,,,,1,,,ANUPS00168,,,,,single seed descent Pst1 sequenced lines,,
764,BdTR13k,,,6,3,13/1/2013,,Turkey (various),38.0969277777778,42.3218861111111,,,,1,,,ANUPS00169,,,,,single seed descent Pst1 sequenced lines,,
765,BdTR13m,,,6,3,13/1/2013,,Turkey (various),37.4745083333333,43.4460555555556,,,,1,,,ANUPS00170,,,,,single seed descent Pst1 sequenced lines,,
766,BdTR13n,,,6,3,13/1/2013,,Turkey (various),36.7664555555556,44.53525,,,,1,,,ANUPS00171,,,,,single seed descent Pst1 sequenced lines,,
767,BdTR13o,,,6,3,13/1/2013,,Turkey (various),38.0969277777778,42.3218861111111,,,,1,,,ANUPS00172,,,,,single seed descent Pst1 sequenced lines,,
768,Bis-1,,,6,3,13/1/2013,,Bismil,37.8765555555556,41.6650833333333,,,,1,,,ANUPS00019,,,,,single seed descent Pst1 sequenced lines,,
769,Cas-2003,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00182,,,,,single seed descent Pst1 sequenced lines,,
770,Cas-2,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00215,,,,,single seed descent Pst1 sequenced lines,,
771,Gal1,,,6,3,13/1/2013,,,,,,,,1,,,ANUPS00209,,,,,single seed descent Pst1 sequenced lines,,
772,Gaz-2,,,6,3,13/1/2013,,Gaziantep,37.1277222222222,37.3908055555556,,,,1,,,ANUPS00021,,,,,single seed descent Pst1 sequenced lines,,
773,Gaz-3,,,6,3,13/1/2013,,Gaziantep,37.1277222222222,37.3908055555556,,,,1,,,ANUPS00022,,,,,single seed descent Pst1 sequenced lines,,
774,Gaz-4,,,6,3,13/1/2013,,Gaziantep,37.1277222222222,37.3908055555556,,,,1,,,ANUPS00023,,,,,single seed descent Pst1 sequenced lines,,
